### Instance Data ###

I (production plants):
24 16 115
24 17 29
24 18 146
24 19 34
24 20 6
24 21 46
24 22 132
24 23 90
24 24 79
24 25 81
24 26 99
24 27 46
24 28 30
24 29 34
24 30 127
24 31 68
24 32 86
24 33 51
24 34 61
24 35 36
24 36 71
24 37 115
24 38 74
24 39 5
24 40 91
24 41 31
24 42 87
24 43 14
24 44 79
24 45 118
24 46 57
24 47 111
24 48 55
24 49 28
24 50 61
24 51 77
24 52 92
24 53 106
24 54 34
24 55 79
24 56 66
24 57 59
24 58 96
24 59 90
25 0 60
25 1 97
25 2 90
25 3 66
25 4 28
25 5 69
25 6 119
25 7 70
25 8 110
25 9 87
25 10 72
25 11 52
25 12 74
25 13 41
25 14 64
25 15 26
25 16 120
25 17 34
25 18 136
25 19 23
25 20 11
25 21 35
25 22 121
25 23 79
25 24 69
25 25 86
25 26 88
25 27 43
25 28 20
25 29 23
25 30 116
25 31 58
25 32 91
25 33 46
25 34 50
25 35 40
25 36 77
25 37 105
25 38 63
25 39 4
25 40 80
25 41 21
25 42 76
25 43 20
25 44 84
25 45 123
25 46 62
25 47 101
25 48 44
25 49 18
25 50 66
25 51 66
25 52 97
25 53 111
25 54 29
25 55 68
25 56 61
25 57 49
25 58 101
25 59 80
26 0 79
26 1 98
26 2 88
26 3 85
26 4 26
26 5 67
26 6 117
26 7 89
26 8 129
26 9 84
26 10 90
26 11 50
26 12 71
26 13 59
26 14 83
26 15 45
26 16 138
26 17 52
26 18 134
26 19 21
26 20 29
26 21 33
26 22 119
26 23 77
26 24 67
26 25 104
26 26 86
26 27 61
26 28 25
26 29 21
26 30 114
26 31 64
26 32 110
26 33 36
26 34 48
26 35 58
26 36 95
26 37 102
26 38 61
26 39 17
26 40 78
26 41 18
26 42 74
26 43 38
26 44 102
26 45 141
26 46 80
26 47 99
26 48 42
26 49 35
26 50 85
26 51 71
26 52 115
26 53 129
26 54 13
26 55 78
26 56 49
26 57 46
26 58 119
26 59 92
27 0 88
27 1 107
27 2 66
27 3 94
27 4 8
27 5 45
27 6 95
27 7 98
27 8 138
27 9 62
27 10 99
27 11 57
27 12 49
27 13 68
27 14 92
27 15 54
27 16 147
27 17 61
27 18 111
27 19 25
27 20 38
27 21 42
27 22 97
27 23 55
27 24 44
27 25 114
27 26 87
27 27 71
27 28 34
27 29 11
27 30 92
27 31 73
27 32 119
27 33 18
27 34 31
27 35 68
27 36 104
27 37 80
27 38 39
27 39 29
27 40 56
27 41 23
27 42 52
27 43 47
27 44 111
27 45 151
27 46 90
27 47 76
27 48 29
27 49 44
27 50 94
27 51 81
27 52 125
27 53 139
27 54 8
27 55 87
27 56 33
27 57 24
27 58 129
27 59 102
28 0 87
28 1 103
28 2 40
28 3 94
28 4 58
28 5 16
28 6 34
28 7 94
28 8 134
28 9 23
28 10 95
28 11 53
28 12 12
28 13 77
28 14 88
28 15 66
28 16 143
28 17 99
28 18 68
28 19 63
28 20 98
28 21 51
28 22 70
28 23 32
28 24 33
28 25 110
28 26 83
28 27 67
28 28 66
28 29 62
28 30 68
28 31 69
28 32 115
28 33 47
28 34 35
28 35 64
28 36 100
28 37 51
28 38 23
28 39 91
28 40 25
28 41 65
28 42 9
28 43 100
28 44 107
28 45 147
28 46 89
28 47 19
28 48 41
28 49 68
28 50 90
28 51 77
28 52 121
28 53 135
28 54 70
28 55 83
28 56 37
28 57 37
28 58 125
28 59 98
29 0 47
29 1 75
29 2 69
29 3 53
29 4 32
29 5 48
29 6 98
29 7 57
29 8 97
29 9 65
29 10 58
29 11 31
29 12 52
29 13 27
29 14 51
29 15 13
29 16 106
29 17 33
29 18 115
29 19 16
29 20 33
29 21 14
29 22 100
29 23 58
29 24 47
29 25 73
29 26 67
29 27 30
29 28 6
29 29 29
29 30 95
29 31 36
29 32 78
29 33 59
29 34 29
29 35 27
29 36 63
29 37 83
29 38 58
29 39 25
29 40 59
29 41 17
29 42 55
29 43 34
29 44 70
29 45 110
29 46 49
29 47 80
29 48 23
29 49 3
29 50 53
29 51 45
29 52 84
29 53 98
29 54 43
29 55 47
29 56 74
29 57 51
29 58 88
29 59 61
30 0 56
30 1 40
30 2 58
30 3 63
30 4 94
30 5 93
30 6 65
30 7 11
30 8 34
30 9 76
30 10 43
30 11 46
30 12 94
30 13 47
30 14 37
30 15 49
30 16 44
30 17 68
30 18 80
30 19 78
30 20 68
30 21 61
30 22 65
30 23 66
30 24 66
30 25 10
30 26 32
30 27 32
30 28 69
30 29 92
30 30 60
30 31 30
30 32 26
30 33 122
30 34 72
30 35 35
30 36 2
30 37 48
30 38 121
30 39 76
30 40 74
30 41 80
30 42 96
30 43 69
30 44 8
30 45 47
30 46 58
30 47 80
30 48 73
30 49 58
30 50 26
30 51 22
30 52 21
30 53 35
30 54 105
30 55 15
30 56 137
30 57 114
30 58 25
30 59 24
31 0 55
31 1 74
31 2 44
31 3 61
31 4 24
31 5 23
31 6 73
31 7 65
31 8 105
31 9 40
31 10 66
31 11 24
31 12 27
31 13 37
31 14 59
31 15 26
31 16 114
31 17 59
31 18 89
31 19 22
31 20 58
31 21 10
31 22 75
31 23 33
31 24 22
31 25 81
31 26 54
31 27 38
31 28 26
31 29 22
31 30 70
31 31 40
31 32 86
31 33 51
31 34 4
31 35 35
31 36 71
31 37 58
31 38 50
31 39 51
31 40 34
31 41 25
31 42 30
31 43 59
31 44 78
31 45 118
31 46 57
31 47 54
31 48 3
31 49 28
31 50 61
31 51 48
31 52 92
31 53 106
31 54 34
31 55 54
31 56 66
31 57 43
31 58 96
31 59 69
32 0 133
32 1 37
32 2 42
32 3 140
32 4 104
32 5 63
32 6 32
32 7 88
32 8 103
32 9 46
32 10 120
32 11 80
32 12 61
32 13 124
32 14 114
32 15 113
32 16 83
32 17 145
32 18 3
32 19 109
32 20 145
32 21 97
32 22 11
32 23 53
32 24 63
32 25 81
32 26 44
32 27 97
32 28 112
32 29 109
32 30 16
32 31 74
32 32 103
32 33 93
32 34 82
32 35 107
32 36 74
32 37 27
32 38 88
32 39 137
32 40 52
32 41 111
32 42 63
32 43 146
32 44 71
32 45 85
32 46 135
32 47 47
32 48 88
32 49 114
32 50 103
32 51 66
32 52 67
32 53 71
32 54 117
32 55 64
32 56 104
32 57 84
32 58 74
32 59 52
33 0 62
33 1 75
33 2 29
33 3 68
33 4 33
33 5 22
33 6 58
33 7 66
33 8 106
33 9 25
33 10 67
33 11 25
33 12 22
33 13 52
33 14 60
33 15 41
33 16 115
33 17 74
33 18 74
33 19 37
33 20 73
33 21 25
33 22 60
33 23 18
33 24 7
33 25 81
33 26 55
33 27 38
33 28 41
33 29 37
33 30 55
33 31 41
33 32 87
33 33 51
33 34 10
33 35 36
33 36 72
33 37 43
33 38 49
33 39 65
33 40 19
33 41 40
33 42 25
33 43 74
33 44 79
33 45 119
33 46 64
33 47 39
33 48 16
33 49 43
33 50 62
33 51 48
33 52 92
33 53 107
33 54 45
33 55 55
33 56 65
33 57 43
33 58 96
33 59 69
34 0 53
34 1 44
34 2 47
34 3 60
34 4 83
34 5 82
34 6 66
34 7 7
34 8 45
34 9 65
34 10 39
34 11 35
34 12 83
34 13 43
34 14 34
34 15 38
34 16 55
34 17 65
34 18 83
34 19 67
34 20 64
34 21 50
34 22 68
34 23 55
34 24 55
34 25 21
34 26 35
34 27 21
34 28 58
34 29 81
34 30 63
34 31 19
34 32 26
34 33 111
34 34 61
34 35 27
34 36 12
34 37 52
34 38 110
34 39 65
34 40 63
34 41 69
34 42 86
34 43 66
34 44 19
34 45 58
34 46 55
34 47 69
34 48 62
34 49 48
34 50 23
34 51 14
34 52 32
34 53 46
34 54 94
34 55 15
34 56 126
34 57 103
34 58 36
34 59 27
35 0 20
35 1 117
35 2 111
35 3 16
35 4 68
35 5 90
35 6 140
35 7 65
35 8 60
35 9 107
35 10 33
35 11 73
35 12 94
35 13 29
35 14 39
35 15 40
35 16 70
35 17 15
35 18 157
35 19 52
35 20 38
35 21 56
35 22 142
35 23 100
35 24 90
35 25 72
35 26 109
35 27 56
35 28 43
35 29 66
35 30 137
35 31 79
35 32 50
35 33 96
35 34 71
35 35 46
35 36 79
35 37 126
35 38 95
35 39 50
35 40 101
35 41 54
35 42 97
35 43 29
35 44 82
35 45 73
35 46 18
35 47 122
35 48 65
35 49 39
35 50 50
35 51 87
35 52 86
35 53 82
35 54 79
35 55 89
35 56 111
35 57 88
35 58 79
35 59 101
36 0 55
36 1 55
36 2 99
36 3 49
36 4 135
36 5 134
36 6 106
36 7 45
36 8 11
36 9 117
36 10 44
36 11 86
36 12 134
36 13 75
36 14 51
36 15 89
36 16 8
36 17 82
36 18 95
36 19 119
36 20 105
36 21 101
36 22 80
36 23 107
36 24 106
36 25 30
36 26 56
36 27 73
36 28 109
36 29 133
36 30 75
36 31 70
36 32 24
36 33 163
36 34 112
36 35 75
36 36 39
36 37 88
36 38 161
36 39 117
36 40 115
36 41 120
36 42 137
36 43 96
36 44 32
36 45 7
36 46 54
36 47 121
36 48 114
36 49 99
36 50 49
36 51 63
36 52 24
36 53 20
36 54 146
36 55 56
36 56 177
36 57 155
36 58 17
36 59 42
37 0 54
37 1 47
37 2 37
37 3 60
37 4 51
37 5 50
37 6 66
37 7 38
37 8 78
37 9 33
37 10 40
37 11 2
37 12 50
37 13 44
37 14 34
37 15 33
37 16 87
37 17 65
37 18 82
37 19 35
37 20 65
37 21 17
37 22 68
37 23 26
37 24 22
37 25 53
37 26 35
37 27 17
37 28 33
37 29 48
37 30 63
37 31 13
37 32 59
37 33 79
37 34 28
37 35 27
37 36 44
37 37 51
37 38 77
37 39 57
37 40 31
37 41 36
37 42 53
37 43 66
37 44 51
37 45 91
37 46 56
37 47 48
37 48 30
37 49 35
37 50 34
37 51 20
37 52 64
37 53 79
37 54 62
37 55 27
37 56 93
37 57 71
37 58 68
37 59 41
38 0 77
38 1 96
38 2 62
38 3 83
38 4 2
38 5 41
38 6 91
38 7 87
38 8 127
38 9 59
38 10 88
38 11 46
38 12 46
38 13 57
38 14 81
38 15 43
38 16 136
38 17 50
38 18 108
38 19 13
38 20 39
38 21 31
38 22 93
38 23 51
38 24 41
38 25 102
38 26 76
38 27 60
38 28 23
38 29 4
38 30 88
38 31 62
38 32 108
38 33 29
38 34 22
38 35 57
38 36 93
38 37 77
38 38 35
38 39 32
38 40 52
38 41 12
38 42 48
38 43 41
38 44 100
38 45 140
38 46 79
38 47 73
38 48 18
38 49 33
38 50 83
38 51 69
38 52 114
38 53 128
38 54 13
38 55 76
38 56 44
38 57 21
38 58 118
38 59 91
39 0 117
39 1 31
39 2 31
39 3 124
39 4 88
39 5 66
39 6 37
39 7 71
39 8 87
39 9 48
39 10 103
39 11 64
39 12 66
39 13 108
39 14 98
39 15 97
39 16 71
39 17 129
39 18 19
39 19 93
39 20 128
39 21 81
39 22 4
39 23 39
39 24 47
39 25 65
39 26 28
39 27 81
39 28 96
39 29 93
39 30 3
39 31 58
39 32 87
39 33 94
39 34 66
39 35 91
39 36 57
39 37 20
39 38 93
39 39 121
39 40 46
39 41 95
39 42 69
39 43 130
39 44 54
39 45 75
39 46 119
39 47 52
39 48 72
39 49 98
39 50 87
39 51 50
39 52 51
39 53 63
39 54 101
39 55 48
39 56 109
39 57 86
39 58 57
39 59 36

p_i (production capacity of plants I):
99 89 98 80 90 92 87 82 88 89 85 93 91 93 81 99 80 95 85 86

q_j (supply capacity of distribution centers C):
0 123
1 237
2 368
3 184
4 491
5 477
6 371
7 199
8 255
9 355
10 339
11 214
12 244
13 370
14 147
15 152
16 326
17 413
18 379
19 385
20 243
21 199
22 366
23 134
24 425
25 300
26 308
27 329
28 156
29 130
30 391
31 321
32 489
33 434
34 323
35 364
36 282
37 178
38 352
39 168

c_j (activation cost of distribution centers C):
0 1061
1 1118
2 1184
3 1092
4 1245
5 1238
6 1185
7 1099
8 1127
9 1177
10 1169
11 1107
12 1122
13 1185
14 1073
15 1076
16 1163
17 1206
18 1189
19 1192
20 1121
21 1099
22 1183
23 1067
24 1212
25 1150
26 1154
27 1164
28 1078
29 1065
30 1195
31 1160
32 1244
33 1217
34 1161
35 1182
36 1141
37 1089
38 1176
39 1084

d_r (demand of regional centers R):
0 17
1 18
2 20
3 7
4 20
5 18
6 9
7 30
8 6
9 5
10 31
11 25
12 40
13 6
14 7
15 20
16 32
17 23
18 16
19 24
20 12
21 23
22 25
23 18
24 37
25 6
26 28
27 14
28 34
29 19
30 31
31 19
32 37
33 32
34 30
35 40
36 17
37 29
38 9
39 36
40 7
41 23
42 13
43 35
44 11
45 13
46 12
47 34
48 27
49 40
50 6
51 33
52 38
53 27
54 23
55 28
56 18
57 29
58 8
59 11

N_c (set of plants that can serve each distribution center j):
0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]
1: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]
2: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]
3: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]
4: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19]
5: [1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]
6: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]
7: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]
8: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]
9: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]
10: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]
11: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19]
12: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]
13: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]
14: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]
15: [1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]
16: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]
17: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]
18: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]
19: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19]
20: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]
21: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]
22: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]
23: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]
24: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]
25: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]
26: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]
27: [0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]
28: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]
29: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]
30: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]
31: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]
32: [1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]
33: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]
34: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]
35: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]
36: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 13, 14, 15, 16, 17, 18, 19]
37: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]
38: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]
39: [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]

T_r (set of distribution centers that can serve each regional center r):
0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]
1: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]
2: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]
3: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]
4: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]
5: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]
6: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]
7: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]
8: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]
9: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]
10: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]
11: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]
12: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]
13: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]
14: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]
15: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]
16: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]
17: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]
18: [0, 1, 2, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 36, 37, 38, 39]
19: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]
20: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]
21: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]
22: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]
23: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]
24: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]
25: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]
26: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]
27: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]
28: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]
29: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]
30: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]
31: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]
32: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]
33: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 37, 38, 39]
34: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]
35: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]
36: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]
37: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]
38: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 37, 38, 39]
39: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]
40: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]
